1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;32768;65536;131072;262144;524288;1048576;2097152;4194304;8388608;16777216;33554432;
2971;3138;3240;3562;4507;5888;9646;17216;33654;76136;148141;290723;706823;1435164;2857955;5707560;11385844;22737000;45476664;;;;;;;;
307813;307515;309424;309412;310388;310474;306447;307036;315881;335085;359074;403799;534714;776396;1186728;2031410;3833269;7502556;13821932;;;;;;;;
157729;157486;159033;159344;159640;159353;156791;156280;159336;163921;166300;168472;186863;193474;197864;211712;324568;560914;524406;;;;;;;;
150084;150029;150391;150068;150748;151121;149656;150756;156545;171164;192774;235327;347851;582922;988864;1819698;3508701;6941642;13297526;;;;;;;;
