1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;32768;65536;131072;262144;524288;1048576;2097152;4194304;8388608;16777216;33554432;
2728;2954;3041;3385;4334;5662;9524;16409;32999;73817;143182;281245;696830;1414199;2807027;6406126;13861811;27467550;54872864;113178784;;;;;;;
8702937;8683315;8702734;8699067;8692379;8676468;8697185;8715228;8695388;8689649;8743854;8864395;9036980;9296208;9955995;10781430;12260147;15036491;21790512;36478256;;;;;;;
4363160;4353188;4362756;4360630;4365125;4358506;4361874;4370516;4366181;4362021;4376576;4431287;4493038;4589730;4805815;4763017;4955297;5538362;6135039;8809543;;;;;;;
4339777;4330127;4339978;4338437;4327254;4317962;4335311;4344712;4329207;4327628;4367278;4433108;4543942;4706478;5150180;6018413;7304850;9498129;15655473;27668714;;;;;;;
