1;2;4;8;16;32;64;128;256;512;1024;2048;4096;8192;16384;
2991;3225;3406;3783;4590;6016;9883;17216;33624;78230;147441;287672;690592;1402919;2791897;
14821954;14804414;14852151;14824725;14846368;14845493;14832052;14839086;14851828;14837669;14823016;14955728;15059321;15232357;15442028;
7473773;7464427;7488373;7474567;7480119;7479118;7479990;7482931;7497390;7490592;7467395;7533168;7581940;7659051;7749035;
7348181;7339987;7363778;7350158;7366249;7366375;7352062;7356155;7354438;7347077;7355621;7422560;7477381;7573306;7692993;
